"live_in_england","first_name","middle_name","last_name","city","address_l1","address_l2","county","postcode","nhs_number","carry_supplies","reference_id","full_dob","session_id","csrf_token","phone_number_calls","phone_number_texts","contact","know_nhs_number","check_answers_seen","nhs_letter","basic_care_needs","dietary_requirements","medical_conditions","essential_supplies","updated_at","referenceid","unixtimestamp","created_at"
"yes","Perley","Trantow","Hahn","Hunstanton","8945 Leyla Prairie","Nehemiah Forges","Norfolk","SE277BR","1314473391","yes","20200501-673549-C1E708","2006-05-30","3dcb37575f1d4a16810bcea16db35bce","6538c34e3aef432f81f82aa7dd062941","+44(0)6033 96813","+44(0)234425687","lg@ny.wyi","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2000-12-22 12:03:40","20200501-673549-C1E708","1971-08-16 21:26:23","2001-01-16 03:20:29"
"yes","Obe","Schaefer","Hills","Margery","813 Koepp Forge","Bailey Expressway","Surrey","OX5 1DT","1657316164","yes","20200422-214723-A8455B","2006-12-19","275d78af5d654cd6885c5bbdc9b153ed","3cf7935a64874b59a696158c570a4bac","03311 16653","09298 099435","c@tdsmqva.lcg","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1986-03-07 13:00:07","20200422-214723-A8455B","1979-03-20 02:29:10","1994-04-22 06:16:30"
"yes","Lone","Deryl","BrownII","Shepherd's Bush","258 Bernice Extension Suite 511","Karim Burg","Greater London","RG108JT","7542343666","no","20200516-267557-DBC481","2006-08-18","be7438c14e8c4a9f85c95f9edf9936ee","1f21a3eb866e440bbe30646b1aaf8f19","(04840) 272722","+44(0)204597221","shdf@yj.tcr","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1979-02-27 15:32:41","20200516-267557-DBC481","1997-10-22 07:16:51","2001-10-15 03:23:15"
"no","Gunner","Goyette-Sauer","Schneider","Stanwell","65143 Celia Fall Suite 937","Dietrich Well","Surrey","SN2 1PJ","2134502881","no","20200423-502637-BFE80B","2006-06-15","55f3f22d27464837a38797be9c1befb4","2904c2d7f8824a999aba84f4e38f1744","(02952) 26919","04348 556939","yvdkenuoxl@svgxcw.ujt","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2018-10-28 10:53:57","20200423-502637-BFE80B","1978-11-11 04:11:35","1972-05-07 13:42:34"
"no","Jamey","Kling","Botsford","Rackheath","42449 Birtie Expressway Apt. 148","Dicki Track","Norfolk","TS191YX","8937964197","yes","20200518-579971-748E87","2006-02-20","aa9ea9e454f143b1a087330fdd9908ba","cdbb3db47dfa486d9369c40448f2bd49","+44(0)4962546007","+44(0)8682272054","gpzfubexl@hiwvlp.doy","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1982-04-22 07:18:51","20200518-579971-748E87","1991-10-17 06:59:43","1990-06-07 22:00:40"
"no","Shafter","Haag","Waters-Barrows","Marystow","98454 Prohaska Pass","Javion Views","Devon","TS179EE","1849045121","yes","20200508-960287-531B05","2007-05-20","c9773b22536b4f5b814e267b60d35571","75c058c90e104b26b23ff1cc2943c2e4","(05468) 33113","08270 960118","swgu@wbeui.khe","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1977-12-09 12:20:21","20200508-960287-531B05","1992-08-27 01:52:04","1981-10-10 18:55:00"
"yes","Kaela","Rhett","Kassulke","Oskaig","624 Shelva Cliff Apt. 974","Raynor Ridge","Highland","M60 7HB","6086701062","no","20200430-953228-F17099","2007-05-13","37e9f75c758b4bb79a82dde31a4d103e","9d42fa81b7574bd4a0b96ca3b1f9d602","+44(0)1726 50882","(06957) 629946","yr@jbl.bet","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1993-07-23 19:23:55","20200430-953228-F17099","1994-10-12 22:48:29","1993-09-16 08:54:46"
"yes","Lloyd","Hoeger","Stiedemann","Lower Walton","868 Cartwright Highway","Ferdinand Meadow","Warrington","DL6 1AQ","4174437776","no","20200513-998173-AB4E7D","2005-06-19","5839164f7bcb4ddbba4f2a382a0b7985","cdff2c8fcc2c404d87d57f1c0be30f35","+44(0)8255 71968","+44(0)4945711430","dgpxqjbmyf@dcjs.zfb","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2014-07-26 01:43:06","20200513-998173-AB4E7D","1984-06-04 13:55:09","1995-10-17 03:39:17"
"yes","Rhea","Riley","Pfeffer","Frognall","9672 Millie Glen Suite 653","Harber Lake","Lincolnshire","SW4 8NY","2744292908","yes","20200424-310557-BC35A4","2006-09-08","66fc7ab180a14396b023a828ba283ed0","56af7df8793e470e8cabd886cfd74f2a","+44(0)3005481557","08438 147404","ymrnhzpxcl@thvgcildew.hcs","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1992-11-30 00:06:39","20200424-310557-BC35A4","2016-10-07 08:24:10","1995-01-05 12:15:54"
"no","Sherrie","Ankunding-Corwin","O'Conner","Colethrop","81854 Mante Terrace Apt. 946","Kathern Row","Gloucestershire","SO453RA","5802750209","yes","20200511-854160-D156EA","2006-10-08","e0d257a3ecb34c19ac5785288a064583","f9777075af9848d1a6078ed31841a646","0556237260","04979 45213","zwdty@wodbftkmxs.xkd","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2017-05-15 15:26:47","20200511-854160-D156EA","2018-10-23 21:33:59","1978-06-01 00:50:19"
"no","Yvette","Rogahn","Hane","West Craigend","7769 Shanahan Mountain Apt. 248","Cinda Row","Renfrewshire","W1X 7FT","2788806698","yes","20200518-104791-DAAFD4","2007-01-01","b0fa8d7c7a684379860d964fd4f305e3","d3054874d89d428cbab779f5d4f3b367","0131999409","+44(0)6778792668","kjeortc@tod.rmy","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1996-09-30 18:22:56","20200518-104791-DAAFD4","1982-04-08 17:38:30","1983-01-02 12:26:47"
"no","Trudi","Wally","Romaguera","Flintham","762 Boehm Coves","Marks Lodge","Nottinghamshire","WD189SR","2845237288","no","20200514-146868-C5DEB4","2007-01-12","f17c5bc051fd4b868121197746326307","c514bf98650a440a921800272fe913b2","+44(0)021741244","+44(0)118554815","lij@onxgwelsc.cvg","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1979-11-06 23:27:58","20200514-146868-C5DEB4","1979-08-27 01:22:45","2005-03-18 02:55:35"
"yes","Winifred","Liana","Bode","Fionnsabhagh","89279 Gleason Meadows Apt. 670","Monserrat Bridge","Na h-Eileanan an Iar","SK131HW","7104491944","yes","20200508-727251-D1361B","2006-07-18","00f9c5cf6afd48fea8af27fb39ef035a","6ba0de1a394d47918b73888246e2632d","+44(0)5975 539197","(06094) 416101","mwtaeocbg@dcwyljksp.zia","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1996-12-29 05:29:59","20200508-727251-D1361B","1999-10-24 22:22:01","2010-12-21 01:51:17"
"yes","Frazier","Hickle","Donnelly","Alderbury","751 Concha Road Apt. 683","Muller Trafficway","Wiltshire","L18 2JB","3976346343","no","20200512-123072-0D7F9D","2005-11-04","abed6403d88e4506b592607d7aef3c13","28f824d0843d4eaca004223b608b4497","(05260) 725362","(00581) 542212","njxurql@uvdakei.eai","YES, I KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1975-01-04 06:23:41","20200512-123072-0D7F9D","2017-10-08 16:09:07","2005-02-14 21:46:29"
"no","Orma","O'Conner","Gleason","Fern Gore","4735 Heaney Pike Suite 794","Chelsi Pike","Lancashire","AB243YJ","3092337572","no","20200515-834421-33D3E9","2006-05-10","864b335b712b4b06ae12358906bc61a4","2235656ec70e4235adf33926966e3951","01839117843","+44(0)0064 412808","psjd@hdbyr.cod","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1978-07-09 10:31:46","20200515-834421-33D3E9","2011-07-27 20:34:17","2010-07-02 05:01:28"
"yes","Ashley","Bartell-Grimes","Hamill","Willesden Green","44707 Bosco Trail Apt. 499","Mikala Club","Greater London","CV1 4XF","4303469507","no","20200509-936382-EA571A","2006-06-15","571810c17cc849b38cafcea76eb99be4","5f932630dccb4a048aa131b5922893e1","+44(0)5464390614","0374330425","phxvswbl@ujyfvehs.igl","YES, I KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2016-09-11 23:07:49","20200509-936382-EA571A","2017-11-09 04:36:47","1997-08-14 12:37:06"
"no","Manda","Chandler","Herman","Burgess Lands","54943 Kertzmann Crossroad Apt. 436","Sam Station","Powys - Powys","SO314TS","5748772038","no","20200427-226007-746C8D","2006-07-09","ff83e62d1bb44fd4bf9b5283ba88fd9f","55549b1b5b4748d3a23e0788f4656f45","0417272369","00301 855391","fw@bg.abu","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1979-05-18 18:47:01","20200427-226007-746C8D","1981-12-27 05:39:54","2005-02-06 22:52:14"
"yes","Shannon","Ferry","Lang-Harris","Dittisham","5903 Hills Ville","Haley Row","Devon","PR259AF","9503884883","no","20200507-171123-AA73A7","2006-07-08","b4176e6e1b774d0fb588ec9a8bba57a0","585d9fa13883430cad06d37e02ce9555","03422 95117","+44(0)0930 686700","xg@wr.hcq","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1981-05-28 05:02:37","20200507-171123-AA73A7","2007-09-25 11:20:49","1985-07-13 03:12:01"
"no","Roberta","Krysten","Abbott","Stand Bridge","491 Jenifer Cove Apt. 640","Windler Mission",NA,"AB4 2AT","6956818887","yes","20200425-277594-E10774","2005-08-16","1920f3521423428f81ee2f611b6066e3","c0e7676f3d7e443681cb2751c8a298d7","+44(0)1029 45529","+44(0)5199 773066","krjbtq@ehgvwxnl.muk","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2017-05-24 05:29:43","20200425-277594-E10774","2015-02-20 23:16:31","1983-08-20 17:27:23"
"yes","Jonnie","Lani","Walker-Hickle","Trelake","60398 Runolfsson Coves Suite 052","Waters Forge","Cornwall","SO5 4AU","2954158380","yes","20200510-266702-4F2D61","2005-07-05","79fac0767240465eaae51619913a4c98","ee7ad8d753bf40b693894907d3c7ad41","+44(0)9350 211323","01719 65812","vuie@py.msv","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1989-04-13 14:57:17","20200510-266702-4F2D61","2012-12-13 13:35:14","1997-10-27 05:07:12"
"no","Gasper","Abshire","Hodkiewicz","Horkesley Heath","24580 Nathalie Centers","Herzog Orchard","Essex","DD4 8DY","3325328171","no","20200421-480159-C42362","2006-07-17","7541941fda354fd98f85d2144a3460de","a604b4ea487847af9a3dd7ed7fa21b69","(02691) 291689","05503 983059","d@fnibhyzkj.pir","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1976-01-24 03:40:35","20200421-480159-C42362","1990-04-19 06:10:43","1996-01-11 14:12:48"
"yes","Zion","Schinner-Koss","Spencer","Monkton Heathfield","7177 Tamatha Knolls","Shelly Place","Somerset","TS212EA","5722604671","yes","20200502-787441-F51A94","2006-07-31","ac66178014194de692c49924be4923b4","a51f4e58e85746408f60f74790fe4d39","+44(0)351429999","(02270) 313528","ish@onyw.hnf","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1990-02-25 01:48:07","20200502-787441-F51A94","2005-12-07 22:57:27","2012-02-19 16:46:45"
"no","Ciarra","Kemmer","Parker","Bellingham","81813 Myles Street","Kautzer Branch","Greater London","NN155DZ","3624741023","no","20200423-402462-566757","2007-02-04","5a989c5345f84a71bbcfb85247995819","cb760c09441c486fb9233ce5ccfe7e7a","0300867286","01056 782876","tshqw@pkfaduc.rul","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1986-05-27 16:19:22","20200423-402462-566757","1989-02-20 14:29:11","2011-03-19 04:59:10"
"no","Leo","Nelle","Krajcik","Burgh on Bain","619 Bradtke Meadow Apt. 793","Louie Parks","Lincolnshire","ST139TF","1953190565","yes","20200511-306562-D31DF4","2006-07-01","b73401bc58b64f8b9293859ca5e791b5","133aaf36e86549c6b148e6f4760e532a","00642 30720","(04472) 27661","ptkjvhf@txgfzuamdh.dyj","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1994-04-13 21:29:42","20200511-306562-D31DF4","1971-05-15 19:50:33","2003-11-04 20:44:43"
"yes","Wing","Zulauf","O'Hara","Port of Menteith","931 Kristian Hill Apt. 155","Huy Plain","Stirling","E11 3RY","6890575739","no","20200509-786090-E2A319","2006-11-13","c21a7a037c9b4de1acd52215d8990af9","13cd8ffaae1a4c8788ed81df4b64740b","(01747) 92929","+44(0)4493180343","sdgfjybhu@ilm.mbp","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1985-09-21 00:49:53","20200509-786090-E2A319","1982-08-19 14:37:31","1998-01-01 02:30:19"
"yes","Hattie","Shani","Bruen","Dalrymple","6209 Nallely Drives","Russel Burg","East Ayrshire","M14 7XE","1316504655","no","20200510-245051-ADF53C","2006-07-30","bfa37a812e5145d792e26f44ef23fec8","3e6a33e92fda4b84946c006cf983e002","09011 091135","00165304980","dyhrxbsp@ivemxhsb.jba","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1987-10-18 09:46:33","20200510-245051-ADF53C","1985-06-25 17:34:18","1975-04-05 14:35:47"
"yes","Jameson","Waters","Leffler","Smeatharpe","75061 Hessel Lake","Huel Point","Devon","WA106QU","5058668227","no","20200426-226824-DB706C","2007-02-18","3a7e8f6a87854a278218ceaa35dda872","97c9ef8ad9a442058c4da42ef879a0e8","(02841) 751566","+44(0)7016802313","r@olrgiuxp.fcy","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2007-03-05 05:40:49","20200426-226824-DB706C","2019-04-02 11:13:47","1972-03-26 12:54:14"
"yes","Octa","Eligah","Labadie","Vigo Village","9226 Willie Turnpike","Kemmer Trail","Kent","RG411AL","4868414837","yes","20200424-752553-56397A","2006-02-20","fc867e81c1c348489692fd9308ba4e50","10cee57a0a1844ef80ca7a2c104eb073","03404 618467","07863 91255","gmc@nlsxeucjty.izk","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2007-01-22 11:55:56","20200424-752553-56397A","2012-05-26 23:23:26","2005-10-24 19:08:25"
"yes","Winona","Simonis","Gerlach","Hakin","4035 Polly Brooks Suite 707","Hills Junctions","Sir Benfro - Pembrokeshire","SK152PZ","8410707385","yes","20200519-569679-5917E9","2007-02-22","e06ecc0aacb24e3b82f6ec9be9b04f91","978ba3ea142746db8925ad10040f166a","(09795) 96744","+44(0)3163025694","pevwdqtnx@gec.jlw","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1986-04-15 20:31:57","20200519-569679-5917E9","2000-05-06 23:33:15","1990-09-09 15:50:48"
"no","Tasia","Jennings","Rohan","Carlton Green","588 Carrie Trafficway","Johnson Curve","Cambridgeshire","BH9 2HR","4570571078","no","20200430-219890-BD9EA2","2005-10-22","185ffb6f7f0f44b3a6f12a4efb922581","941506f039ba48abb02689b58ccaecc7","0280134623","+44(0)6603466710","ytmu@agyblsm.tod","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2017-12-31 18:05:38","20200430-219890-BD9EA2","1996-12-05 20:07:04","1990-12-24 23:30:10"
"no","Mariela","Mertz","Skiles","Mansewood","4175 Lafayette Turnpike","Lige Terrace","Glasgow City","DE243FY","3225076002","yes","20200504-494992-412604","2006-03-13","878723d1e63544ed97f3d597424534b2","5eb97b7b059b42d99d438c05fcab3245","+44(0)247157418","+44(0)7540 33698","qmi@cvlbq.cnf","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1973-03-11 04:21:17","20200504-494992-412604","1984-03-29 02:39:58","1971-02-28 18:06:57"
"no","Kamari","Krajcik","Harris","Kerridge","6814 Blanca Flats","Shyann Inlet","Cheshire East","S63 6BH","5200885784","yes","20200427-697878-F65829","2006-03-17","77ca3a4cfbff4382929724557cbaa931","df28968ce4d34403b6ff27d9a2271b80","+44(0)3533 98992","+44(0)0805 89397","zqle@pzsvqt.fso","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2001-11-10 14:27:57","20200427-697878-F65829","1997-12-16 11:41:57","1987-08-23 02:05:18"
"yes","Bobby","Cormier","Hickle","East Newton","37305 Ruecker Underpass","Cassin Brook","North Yorkshire","SN146NQ","3926924255","no","20200423-985212-EBCBB8","2006-08-31","fedd47c8fc544f52a0ed43c40660775c","1583c375240842798695c1566ea4def4","04511 295190","0544297202","prwlhojs@xtdrvqipm.vap","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1982-03-31 07:01:41","20200423-985212-EBCBB8","1971-11-28 08:49:19","2015-12-28 02:35:24"
"no","Alpheus","Bechtelar","Glover","Pentre","530 Greenfelder Extensions Apt. 133","Rickie Fields","Shropshire","HX6 4HH","7835592441","no","20200516-455428-136C1D","2006-02-19","10458ceea2aa41ecad434b8a54b0fb61","ba8fcc0186cf469b97ddac4c69ef9e41","+44(0)921084852","+44(0)7858 67485","ow@a.gjf","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2002-05-02 00:07:23","20200516-455428-136C1D","1982-02-22 01:24:31","2020-04-25 01:35:23"
"no","Estell","Walter","Smith-Wiza","Heatley","189 Wilson Ridge Apt. 806","Kozey Highway","Warrington","CA6 7LG","2844288771","yes","20200516-221292-7BE0CF","2005-12-12","b387987c5eaf4581bfd8c83fca3b388b","f3505fd8342c43e196f6d1178af5d585","04503 598801","0997376268","vgxpnka@tvo.huj","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1995-12-25 21:25:21","20200516-221292-7BE0CF","2003-05-12 04:16:49","1970-01-02 20:14:22"
"yes","Bartholomew","Grimes","Stamm","Cilybebyll","5723 Rosenbaum Wall","Carmela Road","Castell-nedd Port Talbot - Neath Port Talbot","YO4 1HG","9907311912","no","20200506-708465-45F73D","2005-09-12","39f0e30c3d0b4eff929da1eecc4c1159","0e66247837f142b28bc7a45b979dd41f","04602 77734","00958 129919","dmibhzw@vbykujomfi.cwx","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1994-02-12 03:51:22","20200506-708465-45F73D","1978-06-16 13:50:14","1996-01-08 22:29:10"
"no","Michele","Jones","Swaniawski","Woodall","733 Jovanni Brooks","Gusikowski Lock",NA,"CH629EE","8501562727","yes","20200505-876410-864AB6","2006-07-29","fa018d60c0924948897c57aa87abaf0e","997503458cb843da9b42094ddd763bd7","(00522) 04057","0893356161","bq@fck.isq","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2016-08-19 02:45:07","20200505-876410-864AB6","2009-02-02 00:56:31","1976-12-27 15:16:17"
"no","Margery","Senger","Cremin","Far Bletchley","97867 Kling Dale","Barron Pine","Milton Keynes","BN443BT","2305097335","yes","20200510-532190-DBB054","2005-09-04","f9275d6a552945a7b697180cc2c3ad95","3e49a2d6d54448cd8a22c00f4a8cf864","0573998053","(03910) 53632","glwqfed@ecbow.qkv","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2006-11-29 18:34:12","20200510-532190-DBB054","2016-04-20 11:21:45","1978-03-12 06:18:30"
"yes","Tabetha","Osie","Hane","East Langdon","608 Breitenberg Vista","Dannielle Route","Kent","SO237SH","5502661000","yes","20200421-559167-26AA90","2005-09-20","fe30d24d15f6437a81d094b87f46dce6","0c832c3fc5c343f9a051b66467542ee1","+44(0)372431703","+44(0)3409 752348","nzdeyh@riezxb.noj","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2020-04-07 13:20:34","20200421-559167-26AA90","1972-07-11 22:31:35","2009-09-13 19:05:46"
"yes","Daren","Oberbrunner-Mertz","Ernser","Bannister Green","3352 Vito Via","Champlin Streets","Essex","S11 8WB","6621936823","yes","20200424-469832-4D459A","2005-07-23","ed6c027eb8174dbb91fd541b435012cd","39aa5fa019674ed6ac589ca9da22a68d","+44(0)9339 261853","06277 74614","l@zckud.xqj","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2017-11-14 22:57:30","20200424-469832-4D459A","1989-08-31 22:44:28","2011-07-29 11:04:27"
"no","Symone","Bashirian","Fay","Beacon Hill","2906 Daniella Trace","Carter Underpass","Nottinghamshire","TN380US","4262963943","no","20200430-980802-E9CC1B","2007-02-25","d2b5d4fe92974c51b195461425c38cb4","66b3f05998f04cc79735b6496270274f","08704 85859","+44(0)7592 397345","lrkqj@jctora.nda","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1985-10-09 19:27:55","20200430-980802-E9CC1B","1982-04-27 02:06:24","1995-01-11 13:13:17"
